Position,Intensity
19.39648,27
19.40659,34
19.4167,22
19.42682,29
19.43693,13
19.44704,27
19.45716,27
19.46727,29
19.47739,34
19.4875,26
19.49761,21
19.50773,27
19.51784,26
19.52796,22
19.53807,21
19.54818,19
19.5583,27
19.56841,35
19.57852,26
19.58864,20
19.59875,25
19.60887,25
19.61898,13
19.62909,34
19.63921,23
19.64932,19
19.65943,22
19.66955,29
19.67966,28
19.68978,33
19.69989,27
19.71,13
19.72012,16
19.73023,17
19.74035,23
19.75046,26
19.76057,22
19.77069,21
19.7808,23
19.79091,28
19.80103,21
19.81114,19
19.82126,21
19.83137,19
19.84148,29
19.8516,29
19.86171,21
19.87183,22
19.88194,26
19.89205,27
19.90217,21
19.91228,30
19.92239,35
19.93251,22
19.94262,20
19.95274,30
19.96285,26
19.97296,30
19.98308,18
19.99319,26
20.0033,28
20.01342,42
20.02353,28
20.03365,32
20.04376,25
20.05387,22
20.06399,32
20.0741,29
20.08422,16
20.09433,33
20.10444,30
20.11456,27
20.12467,32
20.13478,30
20.1449,29
20.15501,30
20.16513,26
20.17524,19
20.18535,26
20.19547,22
20.20558,27
20.2157,31
20.22581,19
20.23592,20
20.24604,20
20.25615,18
20.26626,20
20.27638,32
20.28649,27
20.29661,23
20.30672,27
20.31683,17
20.32695,34
20.33706,30
20.34717,19
20.35729,32
20.3674,32
20.37752,25
20.38763,25
20.39774,21
20.40786,28
20.41797,22
20.42809,32
20.4382,20
20.44831,39
20.45843,31
20.46854,17
20.47865,27
20.48877,41
20.49888,21
20.509,33
20.51911,30
20.52922,28
20.53934,31
20.54945,25
20.55957,35
20.56968,24
20.57979,17
20.58991,22
20.60002,32
20.61013,32
20.62025,24
20.63036,15
20.64048,25
20.65059,17
20.6607,25
20.67082,22
20.68093,31
20.69104,30
20.70116,25
20.71127,19
20.72139,37
20.7315,24
20.74161,26
20.75173,27
20.76184,28
20.77196,33
20.78207,28
20.79218,33
20.8023,41
20.81241,32
20.82252,33
20.83264,23
20.84275,26
20.85287,27
20.86298,28
20.87309,38
20.88321,30
20.89332,33
20.90344,29
20.91355,30
20.92366,39
20.93378,36
20.94389,21
20.954,41
20.96412,25
20.97423,18
20.98435,27
20.99446,32
21.00457,25
21.01469,17
21.0248,21
21.03492,27
21.04503,28
21.05514,34
21.06526,26
21.07537,28
21.08548,23
21.0956,29
21.10571,25
21.11583,29
21.12594,33
21.13605,29
21.14617,34
21.15628,34
21.16639,25
21.17651,24
21.18662,23
21.19674,35
21.20685,22
21.21696,26
21.22708,30
21.23719,25
21.24731,27
21.25742,22
21.26753,17
21.27765,22
21.28776,29
21.29787,23
21.30799,29
21.3181,29
21.32822,19
21.33833,34
21.34844,35
21.35856,25
21.36867,39
21.37879,30
21.3889,40
21.39901,26
21.40913,18
21.41924,15
21.42935,28
21.43947,31
21.44958,24
21.4597,30
21.46981,34
21.47992,24
21.49004,33
21.50015,40
21.51026,30
21.52038,28
21.53049,26
21.54061,22
21.55072,34
21.56083,34
21.57095,30
21.58106,31
21.59118,26
21.60129,25
21.6114,22
21.62152,33
21.63163,39
21.64174,29
21.65186,31
21.66197,27
21.67209,25
21.6822,40
21.69231,44
21.70243,26
21.71254,36
21.72266,38
21.73277,41
21.74288,31
21.753,41
21.76311,37
21.77322,39
21.78334,46
21.79345,37
21.80357,36
21.81368,33
21.82379,36
21.83391,46
21.84402,43
21.85413,39
21.86425,33
21.87436,49
21.88448,31
21.89459,36
21.9047,32
21.91482,36
21.92493,40
21.93505,38
21.94516,35
21.95527,41
21.96539,36
21.9755,27
21.98561,39
21.99573,38
22.00584,39
22.01596,35
22.02607,27
22.03618,26
22.0463,24
22.05641,33
22.06653,31
22.07664,36
22.08675,47
22.09687,21
22.10698,32
22.11709,32
22.12721,31
22.13732,24
22.14744,50
22.15755,32
22.16766,39
22.17778,21
22.18789,28
22.198,22
22.20812,29
22.21823,24
22.22835,33
22.23846,25
22.24857,37
22.25869,28
22.2688,27
22.27892,31
22.28903,33
22.29914,48
22.30926,30
22.31937,28
22.32948,39
22.3396,17
22.34971,42
22.35983,25
22.36994,49
22.38005,22
22.39017,22
22.40028,25
22.4104,38
22.42051,44
22.43062,27
22.44074,34
22.45085,35
22.46096,36
22.47108,35
22.48119,31
22.49131,26
22.50142,40
22.51153,29
22.52165,26
22.53176,32
22.54187,30
22.55199,32
22.5621,40
22.57222,35
22.58233,36
22.59244,27
22.60256,36
22.61267,33
22.62279,29
22.6329,45
22.64301,37
22.65313,23
22.66324,28
22.67335,38
22.68347,29
22.69358,24
22.7037,30
22.71381,28
22.72392,33
22.73404,31
22.74415,38
22.75427,35
22.76438,43
22.77449,38
22.78461,55
22.79472,38
22.80483,35
22.81495,37
22.82506,31
22.83518,36
22.84529,31
22.8554,21
22.86552,26
22.87563,39
22.88574,27
22.89586,45
22.90597,29
22.91609,46
22.9262,37
22.93631,31
22.94643,38
22.95654,29
22.96666,40
22.97677,43
22.98688,40
22.997,44
23.00711,28
23.01722,45
23.02734,44
23.03745,38
23.04757,31
23.05768,43
23.06779,53
23.07791,42
23.08802,50
23.09814,35
23.10825,34
23.11836,51
23.12848,40
23.13859,44
23.1487,46
23.15882,43
23.16893,38
23.17905,43
23.18916,29
23.19927,46
23.20939,37
23.2195,52
23.22961,43
23.23973,45
23.24984,43
23.25996,47
23.27007,34
23.28018,36
23.2903,37
23.30041,34
23.31053,43
23.32064,35
23.33075,39
23.34087,58
23.35098,39
23.36109,36
23.37121,46
23.38132,32
23.39144,50
23.40155,50
23.41166,33
23.42178,30
23.43189,36
23.44201,27
23.45212,42
23.46223,37
23.47235,41
23.48246,43
23.49257,47
23.50269,38
23.5128,44
23.52292,47
23.53303,40
23.54314,36
23.55326,43
23.56337,54
23.57349,38
23.5836,45
23.59371,47
23.60383,60
23.61394,28
23.62405,44
23.63417,46
23.64428,40
23.6544,44
23.66451,63
23.67462,40
23.68474,45
23.69485,53
23.70496,49
23.71508,53
23.72519,61
23.73531,60
23.74542,65
23.75553,56
23.76565,71
23.77576,60
23.78588,65
23.79599,64
23.8061,64
23.81622,89
23.82633,99
23.83644,113
23.84656,119
23.85667,138
23.86679,139
23.8769,182
23.88701,189
23.89713,174
23.90724,177
23.91736,165
23.92747,187
23.93758,198
23.9477,180
23.95781,160
23.96792,150
23.97804,128
23.98815,128
23.99827,119
24.00838,120
24.01849,102
24.02861,91
24.03872,95
24.04883,81
24.05895,73
24.06906,69
24.07918,57
24.08929,58
24.0994,31
24.10952,52
24.11963,60
24.12975,60
24.13986,44
24.14997,48
24.16009,44
24.1702,44
24.18031,42
24.19043,47
24.20054,44
24.21066,44
24.22077,50
24.23088,56
24.241,39
24.25111,62
24.26123,47
24.27134,53
24.28145,44
24.29157,55
24.30168,46
24.31179,44
24.32191,46
24.33202,50
24.34214,52
24.35225,47
24.36236,39
24.37248,59
24.38259,34
24.3927,44
24.40282,35
24.41293,42
24.42305,39
24.43316,34
24.44327,45
24.45339,51
24.4635,34
24.47362,43
24.48373,48
24.49384,41
24.50396,43
24.51407,34
24.52418,38
24.5343,31
24.54441,32
24.55453,34
24.56464,37
24.57475,40
24.58487,35
24.59498,38
24.6051,42
24.61521,46
24.62532,46
24.63544,27
24.64555,34
24.65566,44
24.66578,45
24.67589,42
24.68601,41
24.69612,41
24.70623,44
24.71635,41
24.72646,32
24.73657,39
24.74669,51
24.7568,47
24.76692,31
24.77703,46
24.78714,28
24.79726,26
24.80737,41
24.81749,40
24.8276,33
24.83771,26
24.84783,32
24.85794,39
24.86805,47
24.87817,32
24.88828,26
24.8984,36
24.90851,39
24.91862,41
24.92874,45
24.93885,32
24.94897,33
24.95908,53
24.96919,39
24.97931,49
24.98942,42
24.99953,48
25.00965,31
25.01976,46
25.02988,43
25.03999,51
25.0501,40
25.06022,42
25.07033,42
25.08044,41
25.09056,34
25.10067,43
25.11079,52
25.1209,54
25.13101,54
25.14113,49
25.15124,41
25.16136,45
25.17147,48
25.18158,40
25.1917,48
25.20181,45
25.21192,40
25.22204,39
25.23215,50
25.24227,34
25.25238,50
25.26249,45
25.27261,47
25.28272,52
25.29284,41
25.30295,39
25.31306,49
25.32318,57
25.33329,47
25.3434,46
25.35352,47
25.36363,48
25.37375,50
25.38386,41
25.39397,34
25.40409,57
25.4142,42
25.42431,43
25.43443,41
25.44454,43
25.45466,41
25.46477,39
25.47488,38
25.485,38
25.49511,41
25.50523,51
25.51534,43
25.52545,50
25.53557,41
25.54568,45
25.55579,31
25.56591,42
25.57602,50
25.58614,48
25.59625,40
25.60636,50
25.61648,47
25.62659,53
25.63671,48
25.64682,44
25.65693,49
25.66705,40
25.67716,39
25.68727,52
25.69739,45
25.7075,47
25.71762,53
25.72773,26
25.73784,43
25.74796,51
25.75807,46
25.76818,44
25.7783,56
25.78841,43
25.79853,46
25.80864,60
25.81875,47
25.82887,40
25.83898,51
25.8491,58
25.85921,43
25.86932,44
25.87944,43
25.88955,55
25.89966,38
25.90978,45
25.91989,47
25.93001,48
25.94012,37
25.95023,45
25.96035,63
25.97046,36
25.98058,44
25.99069,46
26.0008,56
26.01092,58
26.02103,53
26.03114,47
26.04126,45
26.05137,66
26.06149,45
26.0716,56
26.08171,54
26.09183,54
26.10194,74
26.11205,65
26.12217,59
26.13228,56
26.1424,54
26.15251,69
26.16262,69
26.17274,55
26.18285,63
26.19297,65
26.20308,71
26.21319,79
26.22331,64
26.23342,59
26.24353,49
26.25365,65
26.26376,64
26.27388,52
26.28399,57
26.2941,47
26.30422,55
26.31433,65
26.32445,51
26.33456,53
26.34467,51
26.35479,45
26.3649,59
26.37501,48
26.38513,65
26.39524,44
26.40536,61
26.41547,57
26.42558,58
26.4357,53
26.44581,57
26.45593,67
26.46604,57
26.47615,39
26.48627,40
26.49638,62
26.50649,54
26.51661,53
26.52672,57
26.53684,62
26.54695,55
26.55706,53
26.56718,47
26.57729,39
26.5874,52
26.59752,56
26.60763,52
26.61775,67
26.62786,45
26.63797,53
26.64809,47
26.6582,54
26.66832,55
26.67843,48
26.68854,47
26.69866,51
26.70877,50
26.71888,53
26.729,56
26.73911,48
26.74923,47
26.75934,47
26.76945,55
26.77957,46
26.78968,62
26.7998,46
26.80991,51
26.82002,45
26.83014,57
26.84025,52
26.85036,68
26.86048,50
26.87059,46
26.88071,59
26.89082,46
26.90093,51
26.91105,58
26.92116,56
26.93127,56
26.94139,43
26.9515,45
26.96162,46
26.97173,62
26.98184,54
26.99196,43
27.00207,53
27.01219,43
27.0223,52
27.03241,72
27.04253,49
27.05264,59
27.06275,57
27.07287,45
27.08298,46
27.0931,34
27.10321,47
27.11332,51
27.12344,41
27.13355,46
27.14367,61
27.15378,46
27.16389,37
27.17401,60
27.18412,52
27.19423,52
27.20435,45
27.21446,60
27.22458,53
27.23469,58
27.2448,62
27.25492,62
27.26503,52
27.27514,54
27.28526,81
27.29537,70
27.30549,56
27.3156,48
27.32571,46
27.33583,66
27.34594,51
27.35606,42
27.36617,48
27.37628,72
27.3864,55
27.39651,52
27.40662,57
27.41674,61
27.42685,54
27.43697,62
27.44708,65
27.45719,49
27.46731,49
27.47742,55
27.48754,46
27.49765,45
27.50776,47
27.51788,58
27.52799,57
27.5381,49
27.54822,62
27.55833,59
27.56845,50
27.57856,61
27.58867,53
27.59879,75
27.6089,64
27.61901,49
27.62913,58
27.63924,55
27.64936,74
27.65947,68
27.66958,59
27.6797,64
27.68981,58
27.69993,63
27.71004,58
27.72015,61
27.73027,54
27.74038,51
27.75049,56
27.76061,52
27.77072,50
27.78084,67
27.79095,61
27.80106,52
27.81118,69
27.82129,67
27.83141,66
27.84152,51
27.85163,57
27.86175,62
27.87186,52
27.88197,66
27.89209,60
27.9022,67
27.91232,43
27.92243,55
27.93254,53
27.94266,56
27.95277,60
27.96288,70
27.973,59
27.98311,58
27.99323,58
28.00334,50
28.01345,69
28.02357,64
28.03368,65
28.0438,74
28.05391,61
28.06402,67
28.07414,61
28.08425,82
28.09436,57
28.10448,63
28.11459,86
28.12471,50
28.13482,72
28.14493,64
28.15505,50
28.16516,61
28.17528,51
28.18539,64
28.1955,52
28.20562,69
28.21573,62
28.22584,49
28.23596,74
28.24607,51
28.25619,57
28.2663,71
28.27641,58
28.28653,48
28.29664,67
28.30675,55
28.31687,78
28.32698,50
28.3371,44
28.34721,55
28.35732,55
28.36744,58
28.37755,60
28.38767,56
28.39778,56
28.40789,67
28.41801,61
28.42812,49
28.43823,67
28.44835,63
28.45846,61
28.46858,62
28.47869,57
28.4888,61
28.49892,56
28.50903,64
28.51915,58
28.52926,60
28.53937,64
28.54949,49
28.5596,75
28.56971,76
28.57983,78
28.58994,76
28.60006,59
28.61017,94
28.62028,79
28.6304,84
28.64051,94
28.65062,94
28.66074,91
28.67085,88
28.68097,77
28.69108,80
28.70119,100
28.71131,91
28.72142,101
28.73154,117
28.74165,102
28.75176,143
28.76188,138
28.77199,126
28.7821,145
28.79222,181
28.80233,139
28.81245,159
28.82256,174
28.83267,151
28.84279,165
28.8529,137
28.86302,156
28.87313,130
28.88324,135
28.89336,112
28.90347,117
28.91358,111
28.9237,106
28.93381,111
28.94393,93
28.95404,85
28.96415,91
28.97427,71
28.98438,82
28.9945,78
29.00461,74
29.01472,69
29.02484,63
29.03495,68
29.04506,63
29.05518,60
29.06529,65
29.07541,84
29.08552,72
29.09563,52
29.10575,65
29.11586,70
29.12597,71
29.13609,61
29.1462,56
29.15632,76
29.16643,63
29.17654,67
29.18666,77
29.19677,72
29.20689,70
29.217,60
29.22711,71
29.23723,79
29.24734,80
29.25745,83
29.26757,65
29.27768,65
29.2878,66
29.29791,63
29.30802,53
29.31814,61
29.32825,79
29.33837,73
29.34848,80
29.35859,59
29.36871,69
29.37882,59
29.38893,58
29.39905,64
29.40916,66
29.41928,81
29.42939,65
29.4395,51
29.44962,62
29.45973,54
29.46984,58
29.47996,60
29.49007,56
29.50019,69
29.5103,58
29.52041,59
29.53053,61
29.54064,71
29.55076,46
29.56087,67
29.57098,55
29.5811,60
29.59121,80
29.60132,63
29.61144,71
29.62155,54
29.63167,59
29.64178,63
29.65189,58
29.66201,65
29.67212,63
29.68224,73
29.69235,63
29.70246,67
29.71258,51
29.72269,56
29.7328,66
29.74292,68
29.75303,46
29.76315,70
29.77326,73
29.78337,48
29.79349,54
29.8036,62
29.81371,62
29.82383,54
29.83394,54
29.84406,68
29.85417,78
29.86428,60
29.8744,60
29.88451,59
29.89463,55
29.90474,77
29.91485,79
29.92497,62
29.93508,50
29.94519,66
29.95531,55
29.96542,59
29.97554,77
29.98565,81
29.99576,45
30.00588,61
30.01599,56
30.02611,44
30.03622,40
30.04633,61
30.05645,63
30.06656,56
30.07667,57
30.08679,58
30.0969,58
30.10702,51
30.11713,64
30.12724,52
30.13736,59
30.14747,52
30.15758,54
30.1677,64
30.17781,71
30.18793,54
30.19804,65
30.20815,64
30.21827,63
30.22838,54
30.2385,59
30.24861,53
30.25872,65
30.26884,57
30.27895,69
30.28906,43
30.29918,63
30.30929,46
30.31941,69
30.32952,68
30.33963,60
30.34975,58
30.35986,69
30.36998,55
30.38009,61
30.3902,71
30.40032,47
30.41043,46
30.42054,53
30.43066,34
30.44077,53
30.45089,61
30.461,75
30.47111,67
30.48123,72
30.49134,55
30.50145,59
30.51157,54
30.52168,69
30.5318,60
30.54191,62
30.55202,61
30.56214,47
30.57225,69
30.58237,50
30.59248,52
30.60259,60
30.61271,54
30.62282,61
30.63293,69
30.64305,47
30.65316,50
30.66328,62
30.67339,59
30.6835,54
30.69362,51
30.70373,48
30.71385,56
30.72396,74
30.73407,68
30.74419,55
30.7543,45
30.76441,55
30.77453,41
30.78464,58
30.79476,55
30.80487,58
30.81498,59
30.8251,62
30.83521,60
30.84532,53
30.85544,45
30.86555,53
30.87567,61
30.88578,63
30.89589,53
30.90601,57
30.91612,60
30.92624,65
30.93635,56
30.94646,70
30.95658,55
30.96669,50
30.9768,67
30.98692,55
30.99703,59
31.00715,52
31.01726,57
31.02737,56
31.03749,56
31.0476,42
31.05772,68
31.06783,64
31.07794,65
31.08806,55
31.09817,46
31.10828,70
31.1184,53
31.12851,65
31.13863,58
31.14874,53
31.15885,65
31.16897,45
31.17908,54
31.18919,64
31.19931,56
31.20942,66
31.21954,51
31.22965,59
31.23976,61
31.24988,62
31.25999,56
31.27011,62
31.28022,50
31.29033,39
31.30045,51
31.31056,55
31.32067,54
31.33079,48
31.3409,57
31.35102,50
31.36113,57
31.37124,60
31.38136,60
31.39147,54
31.40159,59
31.4117,60
31.42181,62
31.43193,55
31.44204,63
31.45215,48
31.46227,60
31.47238,69
31.4825,64
31.49261,60
31.50272,61
31.51284,56
31.52295,60
31.53306,71
31.54318,46
31.55329,61
31.56341,50
31.57352,48
31.58363,57
31.59375,53
31.60386,57
31.61398,57
31.62409,45
31.6342,49
31.64432,49
31.65443,59
31.66454,64
31.67466,50
31.68477,53
31.69489,60
31.705,50
31.71511,56
31.72523,55
31.73534,64
31.74546,80
31.75557,69
31.76568,63
31.7758,75
31.78591,67
31.79602,93
31.80614,70
31.81625,70
31.82637,81
31.83648,70
31.84659,71
31.85671,73
31.86682,81
31.87694,57
31.88705,83
31.89716,66
31.90728,78
31.91739,64
31.9275,73
31.93762,62
31.94773,63
31.95785,72
31.96796,51
31.97807,62
31.98819,51
31.9983,54
32.00841,65
32.01853,61
32.02864,83
32.03876,61
32.04887,64
32.05898,57
32.0691,42
32.07921,43
32.08933,44
32.09944,58
32.10955,57
32.11967,66
32.12978,63
32.13989,55
32.15001,53
32.16012,57
32.17024,43
32.18035,53
32.19046,42
32.20058,44
32.21069,53
32.22081,52
32.23092,53
32.24103,55
32.25115,55
32.26126,46
32.27137,55
32.28149,53
32.2916,55
32.30172,46
32.31183,58
32.32194,56
32.33206,44
32.34217,45
32.35228,50
32.3624,55
32.37251,49
32.38263,47
32.39274,47
32.40285,50
32.41297,69
32.42308,50
32.4332,50
32.44331,42
32.45342,45
32.46354,53
32.47365,51
32.48376,62
32.49388,62
32.50399,52
32.51411,36
32.52422,55
32.53433,47
32.54445,53
32.55456,49
32.56468,51
32.57479,44
32.5849,41
32.59502,41
32.60513,48
32.61524,39
32.62536,57
32.63547,45
32.64559,40
32.6557,50
32.66581,69
32.67593,57
32.68604,62
32.69615,48
32.70627,47
32.71638,57
32.7265,50
32.73661,44
32.74672,69
32.75684,51
32.76695,52
32.77707,48
32.78718,48
32.79729,50
32.80741,50
32.81752,54
32.82763,47
32.83775,47
32.84786,40
32.85798,34
32.86809,44
32.8782,47
32.88832,55
32.89843,38
32.90855,61
32.91866,65
32.92877,50
32.93889,46
32.949,47
32.95911,57
32.96923,56
32.97934,51
32.98946,68
32.99957,69
33.00968,74
33.0198,76
33.02991,77
33.04002,62
33.05014,81
33.06025,73
33.07037,67
33.08048,72
33.09059,68
33.10071,65
33.11082,74
33.12094,60
33.13105,66
33.14116,54
33.15128,62
33.16139,63
33.1715,58
33.18162,51
33.19173,43
33.20185,54
33.21196,41
33.22207,49
33.23219,56
33.2423,47
33.25242,62
33.26253,54
33.27264,49
33.28276,51
33.29287,47
33.30298,45
33.3131,51
33.32321,51
33.33333,53
33.34344,54
33.35355,55
33.36367,48
33.37378,47
33.38389,44
33.39401,50
33.40412,54
33.41424,62
33.42435,58
33.43446,56
33.44458,48
33.45469,61
33.46481,47
33.47492,49
33.48503,42
33.49515,51
33.50526,52
33.51537,52
33.52549,45
33.5356,55
33.54572,65
33.55583,50
33.56594,50
33.57606,51
33.58617,66
33.59629,54
33.6064,53
33.61651,54
33.62663,61
33.63674,70
33.64685,73
33.65697,77
33.66708,76
33.6772,97
33.68731,101
33.69742,109
33.70754,108
33.71765,142
33.72776,132
33.73788,121
33.74799,147
33.75811,124
33.76822,124
33.77833,123
33.78845,136
33.79856,164
33.80868,143
33.81879,127
33.8289,119
33.83902,147
33.84913,134
33.85924,131
33.86936,116
33.87947,105
33.88959,118
33.8997,99
33.90981,91
33.91993,75
33.93004,93
33.94016,64
33.95027,78
33.96038,64
33.9705,46
33.98061,67
33.99072,60
34.00084,70
34.01095,55
34.02107,45
34.03118,65
34.04129,52
34.05141,62
34.06152,50
34.07163,63
34.08175,43
34.09186,61
34.10198,62
34.11209,53
34.1222,48
34.13232,37
34.14243,53
34.15255,46
34.16266,50
34.17277,55
34.18289,56
34.193,41
34.20311,46
34.21323,32
34.22334,45
34.23346,43
34.24357,37
34.25368,43
34.2638,39
34.27391,54
34.28403,49
34.29414,60
34.30425,57
34.31437,59
34.32448,47
34.33459,44
34.34471,37
34.35482,41
34.36494,48
34.37505,36
34.38516,42
34.39528,46
34.40539,42
34.4155,41
34.42562,32
34.43573,36
34.44585,47
34.45596,50
34.46607,38
34.47619,45
34.4863,45
34.49642,46
34.50653,46
34.51664,45
34.52676,42
34.53687,42
34.54698,40
34.5571,36
34.56721,44
34.57733,35
34.58744,33
34.59755,39
34.60767,39
34.61778,55
34.6279,51
34.63801,44
34.64812,47
34.65824,48
34.66835,39
34.67846,52
34.68858,41
34.69869,52
34.70881,39
34.71892,63
34.72903,32
34.73915,38
34.74926,55
34.75938,46
34.76949,38
34.7796,35
34.78972,52
34.79983,47
34.80994,41
34.82006,42
34.83017,40
34.84029,53
34.8504,46
34.86051,36
34.87063,37
34.88074,53
34.89085,36
34.90097,47
34.91108,37
34.9212,33
34.93131,50
34.94142,47
34.95154,54
34.96165,59
34.97177,37
34.98188,57
34.99199,52
35.00211,38
35.01222,47
35.02233,48
35.03245,56
35.04256,53
35.05268,37
35.06279,45
35.0729,43
35.08302,41
35.09313,32
35.10325,43
35.11336,37
35.12347,37
35.13359,36
35.1437,34
35.15381,51
35.16393,42
35.17404,34
35.18416,35
35.19427,35
35.20438,49
35.2145,44
35.22461,38
35.23472,44
35.24484,37
35.25495,43
35.26507,48
35.27518,40
35.28529,49
35.29541,54
35.30552,57
35.31564,56
35.32575,40
35.33586,54
35.34598,56
35.35609,54
35.3662,61
35.37632,66
35.38643,59
35.39655,50
35.40666,70
35.41677,93
35.42689,57
35.437,50
35.44712,64
35.45723,62
35.46734,55
35.47746,56
35.48757,65
35.49768,56
35.5078,61
35.51791,49
35.52803,54
35.53814,43
35.54825,50
35.55837,54
35.56848,38
35.57859,45
35.58871,43
35.59882,42
35.60894,49
35.61905,25
35.62916,41
35.63928,50
35.64939,49
35.65951,37
35.66962,37
35.67973,34
35.68985,39
35.69996,49
35.71007,38
35.72019,38
35.7303,43
35.74042,32
35.75053,44
35.76064,39
35.77076,34
35.78087,21
35.79099,51
35.8011,40
35.81121,45
35.82133,37
35.83144,41
35.84155,46
35.85167,39
35.86178,40
35.8719,48
35.88201,31
35.89212,33
35.90224,42
35.91235,35
35.92246,32
35.93258,36
35.94269,34
35.95281,32
35.96292,42
35.97303,32
35.98315,49
35.99326,49
36.00338,49
36.01349,28
36.0236,34
36.03372,49
36.04383,46
36.05394,43
36.06406,26
36.07417,34
36.08429,33
36.0944,35
36.10451,45
